0.602888,1.597651,-0.263993,-1.321611,-0.408556,2.291340,1.191654,-0.674385,0.213463,-0.165165,0.187078,0.245763,-3.336326,-0.097032,-0.034531,3.334900,-1.892789,-0.361954,0.177155,-0.000072
0.985451,1.821711,-0.133896,-0.589831,3.188058,-0.453313,2.006883,-0.346841,-4.695443,1.562499,-0.443924,-0.135636,0.677613,-0.611701,0.052112,-0.106452,-0.852116,0.800393,-1.461859,-0.031285
-0.241035,0.634287,1.025145,1.922540,4.373843,2.641850,-2.225857,0.573445,0.297940,-0.126628,1.154450,-0.838553,-0.219580,0.054629,-0.041882,0.174617,-0.589545,0.874290,-3.316099,0.046998
0.352318,0.572942,-1.682414,-0.297568,-1.242423,-0.808651,-1.365499,-0.171464,1.939771,-0.791217,1.148008,-2.651414,1.899321,-0.364138,0.237048,2.275534,-0.109038,-0.600671,-3.533499,-0.351119
-1.070677,-0.755358,0.149623,4.367078,1.402336,-1.020666,4.182342,-0.409229,-1.595250,-0.181393,-0.208140,3.810510,0.853468,-0.300282,-0.775481,-0.885795,0.725271,-1.247190,2.498667,2.998633
-2.704408,-0.017169,1.933403,2.340115,3.812427,0.104167,0.411563,0.053559,-5.248071,-0.435876,-1.501096,0.148588,-0.057409,0.211130,-4.792841,-0.077859,-0.001212,0.295085,0.461543,0.340433
3.996031,-0.225827,-4.131870,0.338089,-0.916614,0.333238,1.036623,-0.183509,0.323816,-0.354308,2.952881,2.252332,-0.330503,0.164758,-0.681640,-0.255107,0.070145,0.063633,-1.572122,0.133631
1.298059,1.356030,-0.799079,0.405275,-4.955941,0.639592,2.118268,1.535891,3.234052,1.307627,2.841465,-0.244532,0.075073,0.792228,0.870731,0.981612,-2.213634,0.249040,-0.372719,0.187476
0.363552,-3.107620,-1.560971,2.565821,-0.155268,-0.821846,-1.521262,-0.441315,-0.003826,-0.064751,-0.033996,1.231457,3.344004,-1.769298,-0.062667,-0.968992,0.911208,-0.149624,-0.717778,0.057499
-0.632060,-0.107476,0.138083,-3.946252,2.064422,-1.004740,1.098663,0.228441,2.990250,0.258602,1.743582,-0.302383,-0.467266,-0.678384,-0.057147,-1.596470,0.051251,1.714031,-0.845911,0.014162
-9.595915,-0.732500,3.751956,11.943683,12.412314,-0.670231,3.120515,-1.224962,0.106290,1.351280,-1.722701,6.051378,-1.912610,-2.016804,1.163817,-3.112295,2.767846,-3.066817,5.047634,-0.066682
2.386898,0.002481,0.021893,0.499976,-1.156172,0.055973,0.010219,-0.098224,4.714504,-0.085905,4.502624,1.716238,-0.578715,0.055946,-1.384395,-1.011059,-0.031946,0.046593,-0.495794,0.710493
