1.907843,-0.838426,-2.591924,0.411432,0.047049,1.179557,1.430666,-0.396894,-0.476578
-3.986123,-1.521874,0.258605,0.196557,4.229493,0.159786,-1.297268,0.109700,-0.073553
-2.494484,0.747359,-0.454297,0.819688,1.726911,0.354518,-0.859563,-1.030039,0.390719
2.525178,-0.121526,-0.985186,-0.959975,0.727343,2.405261,0.839382,2.976053,-2.412526
-6.883775,-2.550060,-0.711857,-1.300839,-3.839617,-0.167047,0.289004,0.618502,-0.231864
-2.905666,-3.011940,-1.171058,-1.984337,-2.486085,0.805308,1.089080,-0.675613,-0.105084
2.174558,1.201953,-0.518999,-2.618460,-0.663863,-2.494150,-3.455342,-0.391528,0.165010
3.140090,-0.657147,4.766790,-1.569799,0.007897,1.856983,0.252860,-0.905505,0.067599
-1.935139,5.099174,-0.413913,2.579704,-1.538687,1.515934,-0.061990,-0.736167,-0.080119
1.762187,-0.827246,-0.639844,1.840357,-0.037774,0.268670,0.241777,2.769298,4.117788
1.492736,0.080000,-1.969930,-0.473198,-0.481471,0.392163,0.343500,1.728680,-1.897172
2.292144,-0.829799,4.351625,-1.492741,0.137851,1.532582,-0.002888,-1.751706,1.141246
2.207292,-0.548726,2.764578,-0.430673,0.499999,0.834991,0.692637,-0.180072,-1.042367
1.398088,1.655780,-0.701222,-1.803203,-0.896190,-2.851157,-3.199711,-1.503466,0.858655
-4.254607,-2.373868,0.556848,-0.192761,4.917275,-0.394634,-1.043883,0.010554,0.098357
-4.200075,0.442716,0.656465,1.193674,4.023478,0.808819,-1.774897,0.684869,-0.080524
-3.780534,-1.910854,0.441432,0.165749,4.275511,-0.112599,-0.902981,-0.069934,0.056758
2.081287,-1.324169,0.313109,1.002900,0.033517,0.690324,0.209479,1.830156,1.009143
1.621903,0.904349,-0.602474,-2.218127,-0.592115,-1.755685,-3.273464,-1.174438,1.111432
0.905573,-0.828008,-2.547342,-0.853720,-0.261246,0.906440,0.379291,-0.385781,-0.062269
2.292970,0.262166,1.063668,-1.612204,0.049377,0.865092,0.054070,4.604774,-2.719467
1.731093,-0.424989,-0.395179,1.190811,-0.351393,-0.119330,0.942932,0.831031,1.805546
2.503323,0.365233,-5.036984,-1.148286,0.610372,3.245453,1.031170,-1.125470,-0.018849
2.759319,-0.392707,-2.591168,-1.291715,-0.673903,-0.584562,0.007652,1.204688,-0.961853
1.837928,1.170407,-0.781619,-1.935931,-0.340687,-2.501075,-3.302116,-1.845159,0.515061
1.439231,-1.354765,-2.898619,0.530405,0.208084,1.194484,1.191341,-1.277050,0.580693
2.688425,-1.143872,-0.224194,2.403646,-0.241912,-0.094315,0.349086,2.544806,4.790375
2.416028,-1.605790,1.492110,1.943966,0.064232,-0.183767,0.412536,-1.175110,-1.233489
1.648796,0.012340,3.496020,-1.251392,0.171703,2.282812,0.460411,1.455626,-0.759431
-1.889541,2.992054,0.046933,1.176813,0.120786,0.534629,0.191430,-0.257148,0.315527
-2.037333,3.062399,0.601610,0.385803,-0.100688,-1.961484,2.923275,-0.930682,0.199062
-3.417347,-1.846214,0.494194,0.063945,3.643595,0.439689,-1.290257,-0.211924,-0.168731
-4.148925,-3.314858,-0.869726,-2.112541,-2.581223,-1.211531,0.590240,0.491734,0.074485
2.633101,-1.340185,-1.964594,1.836883,0.097532,-0.016614,0.519350,0.469286,3.096039
1.658149,0.572011,0.866603,-2.307775,-0.195045,0.051044,-0.625733,3.201044,-1.844911
0.317864,2.227452,0.116584,-0.997897,-0.109748,-2.750375,1.704318,0.016012,-0.301258
1.344845,-1.061518,-1.012723,2.316903,-0.227237,-0.402696,0.097161,1.037504,2.520470
2.935556,-0.834352,1.836034,-0.359992,-0.596970,0.079480,-1.288246,0.133593,-1.509223
1.404680,-0.760920,-0.272138,2.243370,-0.092119,-0.081243,0.130164,2.019044,3.541628
1.877552,-0.112604,-0.511920,1.557414,-0.078204,-0.347016,0.421829,1.617019,1.857437
2.019340,-1.664752,0.853505,3.140630,-0.358035,-1.691831,-0.042127,-1.264200,-1.062526
1.612358,1.302810,-1.307494,-1.697609,-0.248071,-2.547695,-3.275146,-0.358077,0.647694
